SYMBOL	COHORT	CANCER_TYPE	METHODS	QVALUE_COMBINATION	TIER	MUTATIONS_COHORT	SAMPLES_COHORT	ROLE	CGC_GENE	TIER_CGC	CGC_CANCER_GENE	NUM_COHORTS	SIGNATURE9	WARNING_EXPRESSION	WARNING_GERMLINE	SAMPLES_3MUTS	OR_WARNING	KNOWN_ARTIFACT	NUM_PAPERS	FILTER
ACVR2A	ICGC_WXS_LINC_JP_WXS	HC		2.5143076746364285e-05	1	65152	213	LoF	True	1.0	False	11	0.125	False	False	0.0	False	False	3.0	PASS
ACVR2A	TCGA_WXS_LIHC	HC		0.0007808349047132874	2	56445	360	LoF	True	1.0	False	11	0.0	False	False	0.0	False	False	3.0	PASS
ACVR2A	ICGC_WXS_PACA_AU_WXS	PAAD	dndscv,cbase	2.0341467349217587e-09	1	13690	232	LoF	True	1.0	True	11	0.0	False	False	0.0	False	False	3.0	PASS
ACVR2A	ICGC_WGS_PACA_CA_WGS	PAAD		0.0016017674237547054	2	455153	65	LoF	True	1.0	True	11	0.0	False	False	0.0	False	False	3.0	PASS
ACVR2A	PCAWG_WGS_PANC_ADENOCA	PAAD		0.008838978719329307	2	1673191	232	LoF	True	1.0	True	11	0.0	False	False	0.0	False	False	3.0	PASS
ACVR2A	OTHER_WXS_SCC_NATCOM2018	SSCC		0.0020368601684645454	2	62487	38	LoF	True	1.0	False	11	0.0	False	False	0.0	False	False	3.0	PASS
ACVR2A	TCGA_WXS_STAD	ST	mutpanning	2.89550255671718e-06	2	214108	436	LoF	True	1.0	True	11	0.0	False	False	0.0	False	False	3.0	PASS
ACVR2A	TCGA_WXS_UCEC	UCEC	mutpanning	0.28479301687524244	2	905953	503	Act	True	1.0	False	11	0.0	False	False	0.0	False	False	3.0	PASS
ADAM20	TCGA_WXS_LAML	AML	oncodriveclustl,mutpanning	0.01018495968362929	3	8182	140	Act	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
ADAMTS16	HARTWIG_SKIN_SKIN_SQUAMOUS_CELL_CARCINOMA	SSCC	oncodriveclustl,smregions	5.6137855776167725e-05	1	2535437	11	Act	False		False	1	0.0	False	False	2.0	False	False	1.0	Samples with more than 3 mutations
ADAMTS20	HARTWIG_SMALL_INTESTINE	BC	smregions,mutpanning	0.0003503156220930515	1	1428825	15	Act	False		False	1	0.0	True	False	0.0	False	False	0.0	Warning expression
ADAMTS3	HARTWIG_BONESOFT_TISSUE	OS	oncodriveclustl,cbase	7.355398522183311e-08	1	2117963	182	LoF	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
ADAMTS5	HARTWIG_SMALL_INTESTINE	BC	hotmaps,smregions	3.6740516453726096e-05	3	1428825	15	Act	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
ADAMTS8	PEDCBIOP_WXS_MBL-WNT-PRY	MBL	oncodriveclustl,dndscv,oncodrivefml,cbase	1.7249873510988308e-14	1	503	21	LoF	False		False	1	0.0	False	False	0.0	False	True	1.0	Known artifact
ADCY8	CBIOP_WXS_HNSC_BROAD	HNSC	smregions,cbase	2.6759483792211767e-06	1	9359	70	LoF	False		False	1	0.0	True	False	0.0	False	False	0.0	Warning expression
ADGRB1	HARTWIG_ANUS	AN	oncodriveclustl,smregions	0.0011580522724372985	1	435957	17	Act	False		False	1	0.0	False	False	0.0	False	False	4.0	PASS
AFF1	ICGC_WGS_MELA_AU	CM		0.0074962473951909765	2	9427104	75	LoF	True	1.0	False	1	0.0	False	False	0.0	False	False	11.0	PASS
AFF3	HARTWIG_BREAST	BRCA	cbase	0.0026610591547264807	2	11688328	708	LoF	True	1.0	False	1	0.0	False	False	0.0	False	False	2.0	PASS
AGAP3	ICGC_WXS_THCA_SA	THCA	dndscv,cbase	0.03736288076077568	3	22445	129	Act	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
AGAP6	TCGA_WXS_UCEC	UCEC	oncodriveclustl,mutpanning	6.766482589015151e-07	3	905953	503	Act	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
AHNAK	CBIOP_WXS_BLCA_DFARBER_MSKCC_2014	BLCA	oncodriveclustl,mutpanning	0.0013813424117075852	3	21365	50	Act	False		False	1	0.0	False	False	0.0	False	True	3.0	Known artifact
AHNAK2	CBIOP_WXS_PRAD_SU2C_2019	PRAD	oncodriveclustl,dndscv,cbase,mutpanning	1.4307466611287234e-12	1	64566	444	Act	False		False	1	0.046511627906976744	False	True	0.0	False	False	2.0	Germline Warning
AHR	TCGA_WXS_BLCA	BLCA	hotmaps,mutpanning	3.3416694318502138e-12	1	142970	411	LoF	False		False	1	0.0	False	False	1.0	False	False	24.0	Samples with more than 3 mutations
AJUBA	TCGA_WXS_HNSC	HNSC	dndscv,oncodrivefml,cbase,mutpanning	2.2065683275575447e-18	1	105909	502	LoF	False		False	1	0.0	False	False	0.0	False	False	10.0	PASS
AK2	ICGC_WXS_THCA_SA	THCA	dndscv,smregions,cbase,mutpanning	1.2322081756413678e-09	1	22445	129	Act	False		False	1	0.0	False	False	2.0	False	False	0.0	Samples with more than 3 mutations
AKAP9	HARTWIG_URINARY_TRACT	BLCA		4.3234022654467e-05	1	4775994	156	LoF	True	2.0	False	8	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
AKAP9	TCGA_WXS_ESCA	ESCA		1.1335260009630833e-05	1	44724	182	LoF	True	2.0	False	8	0.0	False	False	2.0	False	False	0.0	Lack of literature evidence
AKAP9	ICGC_WGS_LICA_FR_WGS	HC		0.01832724582483736	2	201268	15	Act	True	2.0	True	8	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
AKAP9	HARTWIG_LIVER	HC		0.0038631746767048523	2	626960	51	LoF	True	2.0	True	8	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
AKAP9	HARTWIG_HEAD_AND_NECK	HNSC		4.764375272928557e-05	2	883695	63	LoF	True	2.0	False	8	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
AKAP9	HARTWIG_OVARY	OV		0.0015010402972602092	2	1650119	153	LoF	True	2.0	False	8	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
AKAP9	TCGA_WXS_KIRC	RCCC	cbase	0.02947161028224595	1	28661	358	Act	True	2.0	False	8	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
AKAP9	CBIOP_WXS_BCC_UNIGE_2016_UNTREAT	SBCC		0.13467585294569287	2	159247	76	ambiguous	True	2.0	False	8	0.0	False	False	2.0	False	False	0.0	Lack of literature evidence
AKT1	CBIOP_WXS_ACY_2019	ACY		0.0018959141966598074	2	2457	35	Act	True	1.0	False	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	PEDCBIOP_WXS_BALL-REL	ALL		7.557176792924955e-05	2	1457	21	Act	True	1.0	False	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	ICGC_WXS_BRCA_KR	BRCA	oncodriveclustl,hotmaps,smregions,mutpanning	3.611837407799414e-13	1	17633	50	Act	True	1.0	True	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	ICGC_WXS_BRCA_UK	BRCA	dndscv,smregions	1.3911187856754093e-10	1	6308	95	Act	True	1.0	True	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	ICGC_WGS_BRCA_EU	BRCA	oncodriveclustl,dndscv,hotmaps,smregions,cbase,mutpanning	9.121083224858986e-22	1	3508551	484	Act	True	1.0	True	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	PCAWG_WGS_BREAST_ADENOCA	BRCA	oncodriveclustl,hotmaps,smregions,mutpanning	4.164175440783869e-14	1	1494194	195	Act	True	1.0	True	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	TCGA_WXS_BRCA	BRCA	oncodriveclustl,dndscv,hotmaps,smregions,cbase,mutpanning	2.780658116038937e-43	1	119144	973	Act	True	1.0	True	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	HARTWIG_BREAST	BRCA	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	7.122220351746102e-44	1	11688328	708	Act	True	1.0	True	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	TCGA_WXS_CESC	CESC	hotmaps	0.00010192119922594564	2	101731	288	Act	True	1.0	False	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	HARTWIG_BONESOFT_TISSUE	OS	smregions	9.042821052824517e-05	2	2117963	182	Act	True	1.0	False	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_MET	PRAD		4.201389327734782e-05	1	45171	333	Act	True	1.0	False	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	CBIOP_WXS_PRAD_SU2C_2019	PRAD		0.0026620785036755145	2	64566	444	Act	True	1.0	False	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	TCGA_WXS_PRAD	PRAD		7.891223013875993e-05	1	30954	492	Act	True	1.0	False	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	HARTWIG_PROSTATE	PRAD	oncodriveclustl,hotmaps,smregions,mutpanning	1.9478254192882555e-16	1	6479763	382	Act	True	1.0	False	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	TCGA_WXS_THCA	THCA	oncodriveclustl	3.600465944676449e-07	1	7915	488	Act	True	1.0	False	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	PCAWG_WGS_UTERUS_ADENOCA	UCEC		0.001083141992264002	2	1086089	44	Act	True	1.0	False	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT1	TCGA_WXS_UCEC	UCEC	oncodriveclustl,hotmaps,smregions,mutpanning	5.004355390009296e-13	2	905953	503	Act	True	1.0	False	17	0.0	False	False	0.0	False	False	218.0	PASS
AKT3	HARTWIG_PROSTATE	PRAD	oncodriveclustl	0.0003085549739589543	1	6479763	382	Act	True	2.0	False	2	0.0	False	False	0.0	False	False	7.0	PASS
AKT3	HARTWIG_SKIN_SKIN_SQUAMOUS_CELL_CARCINOMA	SSCC		0.05262081727213702	2	2535437	11	Act	True	2.0	False	2	0.0	False	False	0.0	False	False	7.0	PASS
ALB	ICGC_WXS_LICA_FR_WXS	HC	dndscv,cbase	2.8239571810125957e-09	3	933908	226	LoF	False		False	2	0.0	False	False	0.0	False	False	3.0	PASS
ALB	PCAWG_WGS_LIVER_HCC	HC	dndscv,mutpanning	1.579912338948656e-05	1	4034223	314	LoF	False		False	2	0.0	False	False	0.0	False	False	3.0	PASS
ALDH2	TCGA_WXS_KIRP	RPC		0.003452460199856249	2	24431	276	Act	True	2.0	False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
ALK	PCAWG_WGS_BREAST_ADENOCA	BRCA		0.0008048024413851193	2	1494194	195	LoF	True	1.0	False	10	0.0	False	False	0.0	False	False	472.0	PASS
ALK	HARTWIG_LIVER	HC		0.0006611494447486336	2	626960	51	LoF	True	1.0	False	10	0.0	False	False	0.0	False	False	472.0	PASS
ALK	OTHER_WXS_NBL_SCIENCE_COLOGNE_2018	NB	oncodriveclustl,hotmaps,smregions,mutpanning	1.3989763924916942e-18	1	2518	186	Act	True	1.0	True	10	0.0	False	False	0.0	False	False	472.0	PASS
ALK	PEDCBIOP_WXS_NBL_UCOLOGNE_2015	NB	oncodriveclustl,dndscv,smregions,cbase	1.383206525069747e-05	1	920	56	Act	True	1.0	True	10	0.0	False	False	0.0	False	False	472.0	PASS
ALK	TARGET_WGS_NBL_US	NB	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	5.328756494951798e-34	1	15573	212	Act	True	1.0	True	10	0.0	False	False	0.0	False	False	472.0	PASS
ALK	R_NB	NB	oncodriveclustl	4.313694796601016e-05	2	30639	13	Act	True	1.0	True	10	0.0	False	False	0.0	False	False	472.0	PASS
ALK	D_NB	NB	oncodriveclustl,dndscv,smregions,cbase	2.161110692091351e-11	1	49381	48	Act	True	1.0	True	10	0.0	False	False	0.0	False	False	472.0	PASS
ALK	HARTWIG_LUNG_NON_SMALL_CELL	NSCLC	hotmaps,mutpanning	7.269934040934353e-12	1	17930078	384	Act	True	1.0	False	10	0.0	False	False	0.0	False	False	472.0	PASS
ALK	HARTWIG_PROSTATE	PRAD	cbase	7.58056419501343e-05	1	6479763	382	LoF	True	1.0	False	10	0.0	False	False	0.0	False	False	472.0	PASS
ALK	CBIOP_WXS_SCLC_UCOLOGNE_2015	SCLC		0.020053903548474868	2	37930	107	Act	True	1.0	False	10	0.0	False	False	0.0	False	False	472.0	PASS
ALOX15	OTHER_WGS_MM_NATLEUK2018	MM	oncodriveclustl,hotmaps,mutpanning	1.5600021124981992e-08	1	341009	933	Act	False		False	1	0.0	True	False	0.0	False	False	5.0	Warning expression
AMER1	ICGC_WXS_COCA_CN_WXS_CASPOINT	COREAD		0.02241943191857972	2	6882	50	LoF	True	1.0	False	6	0.0	False	False	0.0	False	False	21.0	PASS
AMER1	ICGC_WXS_COCA_CN_WXS_TORRENT	COREAD		0.00024986111337773064	1	11456	29	LoF	True	1.0	False	6	0.0	False	False	0.0	False	False	21.0	PASS
AMER1	PCAWG_WGS_COLORECT_ADENOCA	COREAD	dndscv,cbase,mutpanning	1.9513869055646318e-10	1	9230078	52	LoF	True	1.0	False	6	0.0	False	False	0.0	False	False	21.0	PASS
AMER1	TCGA_WXS_COADREAD	COREAD	dndscv,oncodrivefml,cbase,mutpanning	0.013699876627125287	1	310472	496	LoF	True	1.0	False	6	0.0	False	False	0.0	False	False	21.0	PASS
AMER1	HARTWIG_COLONRECTUM	COREAD	oncodriveclustl,dndscv,oncodrivefml,cbase,mutpanning	6.718303352107529e-05	1	21067040	529	LoF	True	1.0	False	6	0.0	False	False	0.0	False	False	21.0	PASS
AMER1	TARGET_WGS_WT_US	WT	oncodrivefml	1.2705124879438365e-05	1	1534	34	LoF	True	1.0	True	6	0.0	False	False	0.0	False	False	21.0	PASS
ANK1	PCAWG_WGS_BILIARY_ADENOCA	CH		0.003950371723569492	1	599377	34	Act	True	2.0	False	4	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
ANK1	HARTWIG_ESOPHAGUS	ESCA		0.08462003125157186	2	4732926	142	ambiguous	True	2.0	False	4	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
ANK1	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_PRY	PRAD	smregions	0.00026746259780558357	2	21772	223	LoF	True	2.0	False	4	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
ANK1	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_MET	PRAD		0.004893693882235149	1	45171	333	Act	True	2.0	False	4	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
ANK2	PCAWG_WGS_LUNG_ADENOCA	LUAD	cbase,mutpanning	1.093904233238833e-05	1	1359592	37	LoF	False		False	1	0.0	False	False	1.0	False	False	0.0	Samples with more than 3 mutations
ANKRD20A1	ICGC_WGS_COCA_CN_WGS	COREAD	oncodriveclustl,smregions	0.0006176203995952915	3	466886	26	Act	False		False	1	0.0	False	False	1.0	False	False	0.0	Samples with more than 3 mutations
ANKRD36	ICGC_WXS_BLCA_CN	BLCA	oncodriveclustl,smregions	0.0052053664032586	1	16355	103	LoF	False		False	2	0.022727272727272728	False	False	4.0	False	False	0.0	Samples with more than 3 mutations
ANKRD36	ICGC_WXS_COCA_CN_WXS_VARSCAN	COREAD	oncodriveclustl,dndscv,cbase	0.007957810903511666	3	160880	99	Act	False		False	2	0.0	False	False	3.0	False	False	0.0	Samples with more than 3 mutations
ANKRD36C	HARTWIG_SKIN_BASAL_CELL_CARCINOMA	SBCC	smregions,cbase	1.5165147637546314e-05	1	987429	9	LoF	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
ANKRD55	HARTWIG_PROSTATE	PRAD	oncodriveclustl,smregions	0.0027727068441106982	3	6479763	382	Act	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
APBA2	TCGA_WXS_PAAD	PAAD	dndscv,cbase	0.0010707640901441886	3	30872	176	Act	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
APC	HARTWIG_ANUS	AN	dndscv,oncodrivefml,smregions,cbase,mutpanning	7.427925759665896e-14	1	435957	17	LoF	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	HARTWIG_SMALL_INTESTINE	BC		4.695026952301676e-06	1	1428825	15	LoF	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	ICGC_WXS_BTCA_JP	CH	cbase	9.181718416256274e-06	2	68834	239	LoF	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	CBIOP_WXS_SKCM_BROAD	CM		0.0012431174145480215	2	157355	88	LoF	True	1.0	False	28	0.0	False	False	1.0	False	False	294.0	PASS
APC	ICGC_WGS_COCA_CN_WGS	COREAD	dndscv,oncodrivefml,smregions,cbase,mutpanning	6.087231012417011e-19	1	466886	26	LoF	True	1.0	True	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	ICGC_WXS_COCA_CN_WXS_VARSCAN	COREAD	oncodriveclustl,dndscv,oncodrivefml,smregions,cbase,mutpanning	3.425722857313144e-09	1	160880	99	LoF	True	1.0	True	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	ICGC_WXS_COCA_CN_WXS_CASPOINT	COREAD	dndscv,oncodrivefml,smregions,cbase,mutpanning	0.011307834939726714	1	6882	50	LoF	True	1.0	True	28	0.14814814814814814	False	False	1.0	False	False	294.0	PASS
APC	ICGC_WXS_COCA_CN_WXS_TORRENT	COREAD	dndscv,oncodrivefml,cbase,mutpanning	0.012076757987748342	1	11456	29	LoF	True	1.0	True	28	0.0625	False	False	0.0	False	False	294.0	PASS
APC	PCAWG_WGS_COLORECT_ADENOCA	COREAD	dndscv,oncodrivefml,smregions,cbase,mutpanning	0.02448842794581629	1	9230078	52	LoF	True	1.0	True	28	0.0	False	False	1.0	False	False	294.0	PASS
APC	TCGA_WXS_COADREAD	COREAD	oncodriveclustl,dndscv,oncodrivefml,smregions,cbase,mutpanning	1.0394830916678125e-13	1	310472	496	LoF	True	1.0	True	28	0.01662049861495845	False	False	11.0	False	False	294.0	PASS
APC	HARTWIG_COLONRECTUM	COREAD	oncodriveclustl,dndscv,oncodrivefml,smregions,cbase,mutpanning	2.384138868376011e-21	1	21067040	529	LoF	True	1.0	True	28	0.039473684210526314	False	False	7.0	False	False	294.0	PASS
APC	ICGC_WGS_ESAD_UK	ESCA	cbase	2.260653356703778e-06	1	4899758	150	LoF	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	HARTWIG_ESOPHAGUS	ESCA	dndscv,oncodrivefml,cbase,mutpanning	1.0939376015473992e-14	1	4732926	142	LoF	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	PCAWG_WGS_LIVER_HCC	HC		1.3395910159098618e-05	1	4034223	314	LoF	True	1.0	True	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	HARTWIG_LUNG_NON_SMALL_CELL	NSCLC	cbase	0.01552339163843481	1	17930078	384	LoF	True	1.0	False	28	0.0	False	False	1.0	False	False	294.0	PASS
APC	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_PRY	PRAD		6.451324052225534e-05	1	21772	223	LoF	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	CBIOP_WXS_PRAD_BROAD	PRAD		0.020649182266687213	2	5764	112	LoF	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_MET	PRAD	mutpanning	7.986315126570982e-06	1	45171	333	LoF	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	ICGC_WGS_PRAD_UK	PRAD	oncodrivefml,cbase,mutpanning	2.4666821019343335e-11	1	584433	182	LoF	True	1.0	False	28	0.6666666666666666	False	False	0.0	False	False	294.0	PASS
APC	CBIOP_WXS_PRAD_SU2C_2019	PRAD	cbase,mutpanning	2.877945089705565e-10	1	64566	444	LoF	True	1.0	False	28	0.0	False	False	1.0	False	False	294.0	PASS
APC	TCGA_WXS_PRAD	PRAD	dndscv,cbase,mutpanning	2.125322767615932e-09	1	30954	492	LoF	True	1.0	False	28	0.14285714285714285	False	False	0.0	False	False	294.0	PASS
APC	HARTWIG_PROSTATE	PRAD	dndscv,cbase,mutpanning	5.555080305805808e-10	1	6479763	382	LoF	True	1.0	False	28	0.09090909090909091	False	False	0.0	False	False	294.0	PASS
APC	HARTWIG_SKIN_BASAL_CELL_CARCINOMA	SBCC	oncodriveclustl,smregions	0.0013954205971009473	1	987429	9	Act	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	HARTWIG_SKIN_SKIN_SQUAMOUS_CELL_CARCINOMA	SSCC	smregions	7.10267670622307e-05	2	2535437	11	LoF	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	PCAWG_WGS_STOMACH_ADENOCA	ST		6.35238318439244e-05	1	1862074	68	LoF	True	1.0	True	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	TCGA_WXS_STAD	ST	dndscv,oncodrivefml,cbase,mutpanning	4.007037381662121e-19	2	214108	436	LoF	True	1.0	True	28	0.07407407407407407	False	False	0.0	False	False	294.0	PASS
APC	TCGA_WXS_UVM	UVM		0.003399328450362773	2	1900	80	Act	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APC	CBIOP_WXS_VSC_CUK_2018	VV	smregions	0.0004476206269676637	2	3035	15	Act	True	1.0	False	28	0.0	False	False	0.0	False	False	294.0	PASS
APOB	TCGA_WXS_LIHC	HC	hotmaps,cbase	0.0010428484865430464	1	56445	360	LoF	False		False	1	0.041666666666666664	True	False	0.0	False	False	1.0	Warning expression
AQP7	ICGC_WXS_BTCA_JP	CH	dndscv,hotmaps,smregions,mutpanning	1.8173425849956621e-12	1	68834	239	Act	False		False	2	0.0	False	True	0.0	False	False	1.0	Germline Warning
AQP7	ICGC_WXS_THCA_SA	THCA	hotmaps,smregions	9.335011737654476e-08	3	22445	129	Act	False		False	2	0.0	False	True	0.0	False	False	1.0	Germline Warning
